# Lua binding shapes of the 1.12.1 client (WoW.exe build 5875): one row per registered
# binding, name -> (argc, return arity, return kinds), with per-column confidence.
#
# 82 registrar tables, 1722 bindings, 1722 analysed, 0 unresolved registrar sites. Four
# registration routes, extents read from the registrar's own literal: 0x704120
# RegisterFunction loops; 0x701d80 widget method tables; the inlined base-library loop at
# 0x811e28; and the four luaL_openlib 0x6f4dc0 tables (bit/math/table/string).
#
# Column contract:
#   arity / arity_conf   sound. exact = one constant; set = a `|`-separated set of possible
#     counts; unknown = `?`. An imprecise result is a set or `?`, never a wrong single
#     number. Gate on this.
#   kind `string?`       string or nil. lua_pushstring 0x6f3890 begins `test edx,edx ; jne`
#     and tail-jumps to lua_pushnil when the char* is NULL, so `string` is emitted only where
#     the pointer is a constant that resolves to a readable literal; every other
#     lua_pushstring is `string?`. A miss path can show a fixed arity and still answer nil in
#     that slot (GetMapInfo -> nil,0,0; GetChannelName -> 0,nil,0).
#   kinds / kinds_conf   advisory unless kinds_conf == agree: the independent lua_push* trace
#     length matches `eax` at every ret, and every ret was checked. A loop (GetTexCoord: 2
#     textual pushes, 8 real) -> unverified. `agree` is about the binding's own ops:
#     lua_gettable 0x6f3a40 and lua_rawget 0x6f3b00 replace the key on top with the looked-up
#     value (recorded as `any`), and a callee that pushes on the binding's behalf is invisible
#     to the trace, so the returned window may hold slots it never described (note
#     `delegated-push`).
#   argc / argc_conf     never gate on this. argc is a max over observed constant Lua stack
#     indices, with no unknown state, and a silent lower bound when a binding delegates
#     argument parsing to a helper. Such rows say lower-bound, but the detector is one level
#     deep, so treat every argc as a floor.
#   name       not a key. 60 names are registered from more than one table and 21 of those
#     differ in arity between registrations: GetBuildInfo returns 5 on the glue screen (table
#     0x8373b8) and 3 in-game (0x83de68); GetAddOnInfo 8 and 7. Key on `fn`, or on
#     (table_va, name). Every such row carries the note name-not-unique.
#   notes  stack-leak = the reference pushes a value and then returns 0 (or fewer): the
#     disabled lottery/vendor stubs, which a faithful client does not copy. variadic = the
#     count comes from lua_gettop, no constant exists. delegated-push = a foreign callee
#     pushes on the binding's behalf, so `agree` covers this row's own ops only.
#     cfg-truncated / indirect-branch / iteration-cap = an edge the walk could not resolve;
#     such a row's arity is not covered by the soundness claim above.
#
# Vendored from the maintainer's analysis (`WOW_RE`); no generator for it lives in this repo.
name	fn	pair_va	table_va	table_kind	argc	argc_conf	arity	arity_conf	kinds	kinds_conf	notes
GetRealZoneText	0x48a0c0	0x83e0b0	0x83de68	global	0	exact	1	exact	(string?)	agree	
GetRealmCategories	0x46f1f0	0x837ec8	0x837ea0	global	0	exact	?	unknown	?	unknown	
GetRealmInfo	0x46ee40	0x837eb8	0x837ea0	global	2	exact	8	exact	?	unknown	
GetRealmName	0x48df90	0x83e480	0x83de68	global	0	exact	1	exact	(string?)	agree	
GetRefreshRates	0x48c0d0	0x83e2b0	0x83de68	global	1	exact	?	unknown	?	unknown	
GetRegions	0x773f60	0x878ef8	0x878ec0	widget	1	lower-bound	?	unknown	?	unknown	delegated-push
GetReleaseTimeRemaining	0x48b5a0	0x83e230	0x83de68	global	0	exact	1	exact	(number)	agree	
GetRepairAllCost	0x4fbd60	0x84daa0	0x84da28	global	0	exact	1|2	set	(number) | (number,nil) | (number,number)	agree	
GetResSicknessDuration	0x51a3a0	0x850680	0x850438	global	0	exact	1	exact	(nil) | (string?)	agree	
GetRestState	0x48d350	0x83e3a0	0x83de68	global	0	exact	3	exact	(nil,nil,nil) | (number,string?,number)	agree	
GetRewardMoney	0x501dd0	0x84ea08	0x84e968	global	0	exact	1	exact	(number)	agree	
GetRewardSpell	0x501df0	0x84ea10	0x84e968	global	0	exact	3	exact	(nil,nil,nil) | (nil,string?,nil) | (nil,string?,number) | (string?,string?,nil) | (string?,string?,number)	agree	
GetRewardText	0x501a70	0x84e998	0x84e968	global	0	exact	1	exact	(string?)	agree	
GetRight	0x7a1aa0	0x87c9f0	0x87c9b8	widget	1	exact	1	exact	(nil) | (number)	agree	
GetSavedAccountName	0x46cdd0	0x8373c8	0x8373b8	global	0	exact	1	exact	(string?)	agree	
GetSavedInstanceInfo	0x4a1920	0x8437a0	0x843618	global	1	exact	3	exact	(nil,number,nil) | (string?,number,number)	agree	
GetScale	0x775080	0x878f80	0x878ec0	widget	1	exact	1	exact	(number)	agree	
GetScreenHeight	0x46dd80	0x837410	0x8373b8	global	0	exact	1	exact	(number)	agree	name-not-unique
GetScreenHeight	0x48b4d0	0x83e220	0x83de68	global	0	exact	1	exact	(number)	agree	name-not-unique
GetScreenResolutions	0x48bc20	0x83e298	0x83de68	global	0	exact	?	unknown	?	unknown	
GetScreenWidth	0x46dd30	0x837408	0x8373b8	global	0	exact	1	exact	(number)	agree	name-not-unique
GetScreenWidth	0x48b480	0x83e218	0x83de68	global	0	exact	1	exact	(number)	agree	name-not-unique
GetScript	0x774780	0x878f38	0x878ec0	widget	2	exact	1	exact	(any)	agree	
GetScriptMemory	0x46da10	0x837538	0x8373b8	global	0	exact	1	exact	(number)	agree	
GetScrollChild	0x791200	0x87b3c8	0x87b3c0	widget	1	lower-bound	1	exact	(any) | (nil)	agree	delegated-push
GetSelectedAuctionItem	0x4cfec0	0x849148	0x8490a8	global	1	exact	1	exact	(number)	agree	
GetSelectedBattlefield	0x4ab360	0x845808	0x8457e0	global	0	exact	1	exact	(number)	agree	
GetSelectedCategory	0x46f400	0x837ee0	0x837ea0	global	0	exact	1	exact	(number)	agree	
GetSelectedClass	0x4716e0	0x838150	0x8380f8	global	0	exact	2	exact	(string?,string?)	agree	
GetSelectedFaction	0x4d6c00	0x84a100	0x84a0a8	global	0	exact	1	exact	(number)	agree	
GetSelectedFriend	0x5ad260	0x85d848	0x85d830	global	0	exact	1	exact	(number)	agree	
GetSelectedIgnore	0x5ad570	0x85d880	0x85d830	global	0	exact	1	exact	(number)	agree	
GetSelectedRace	0x471680	0x838140	0x8380f8	global	0	exact	1	exact	(number)	agree	
GetSelectedSex	0x4716b0	0x838148	0x8380f8	global	0	exact	1	exact	(number)	agree	
GetSelectedSkill	0x4d4090	0x849d58	0x849cf8	global	0	exact	1	exact	(number)	agree	
GetSelectedStablePet	0x4cb810	0x848df0	0x848da0	global	0	exact	1	exact	(number)	agree	
GetSelectedStationeryTexture	0x4ae3f0	0x845f00	0x845eb0	global	0	exact	1	exact	(nil) | (string?)	agree	
GetSendMailCOD	0x4ae1c0	0x845ee0	0x845eb0	global	0	exact	1	exact	(number)	agree	
GetSendMailItem	0x4ae590	0x845f20	0x845eb0	global	0	exact	4	exact	(nil,nil,number,number) | (string?,string?,number,number)	agree	
GetSendMailMoney	0x4ae150	0x845ed0	0x845eb0	global	0	exact	1	exact	(number)	agree	
GetSendMailPrice	0x4ae730	0x845f28	0x845eb0	global	0	exact	1	exact	(number)	agree	
GetServerName	0x46d280	0x837490	0x8373b8	global	0	exact	3	exact	(string?,nil,nil) | (string?,nil,number) | (string?,number,nil) | (string?,number,number)	agree	
GetShadowColor	0x792240	0x87b5f8	0x87b5c0	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetShadowColor	0x794810	0x87b998	0x87b960	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetShadowColor	0x796340	0x87bab8	0x87ba80	widget	1	lower-bound	?	unknown	()	unverified	name-not-unique;delegated-push
GetShadowColor	0x7975d0	0x87bba0	0x87bb68	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetShadowColor	0x79dbe0	0x87c268	0x87c1d8	widget	1	exact	4	exact	(number,number,number,number)	agree	name-not-unique
GetShadowColor	0x7a07b0	0x87c830	0x87c7c8	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetShadowOffset	0x7923c0	0x87b608	0x87b5c0	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetShadowOffset	0x794990	0x87b9a8	0x87b960	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetShadowOffset	0x7964e0	0x87bac8	0x87ba80	widget	1	lower-bound	?	unknown	()	unverified	name-not-unique;delegated-push
GetShadowOffset	0x797750	0x87bbb0	0x87bb68	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetShadowOffset	0x79df60	0x87c278	0x87c1d8	widget	1	exact	2	exact	(number,number)	agree	name-not-unique
GetShadowOffset	0x7a0930	0x87c840	0x87c7c8	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetShapeshiftFormCooldown	0x4b49a0	0x8466d0	0x846648	global	1	exact	3	exact	(number,number,number)	agree	
GetShapeshiftFormInfo	0x4b45c0	0x8466c0	0x846648	global	1	exact	4	exact	(nil,nil,nil,nil) | (nil,string?,nil,nil) | (nil,string?,nil,number) | (nil,string?,number,nil) | (nil,string?,number,number) | (string?,string?,nil,nil) | (string?,string?,nil,number) | (string?,string?,number,nil) | (string?,string?,number,number)	agree	
GetSkillLineInfo	0x4d3610	0x849d00	0x849cf8	global	1	exact	12|13	set	?	unknown	
GetSpacing	0x792540	0x87b618	0x87b5c0	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetSpacing	0x794b10	0x87b9b8	0x87b960	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetSpacing	0x796680	0x87bad8	0x87ba80	widget	1	lower-bound	?	unknown	()	unverified	name-not-unique;delegated-push
GetSpacing	0x7978d0	0x87bbc0	0x87bb68	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetSpacing	0x79e1d0	0x87c288	0x87c1d8	widget	1	exact	1	exact	(number)	agree	name-not-unique
GetSpacing	0x7a0ab0	0x87c850	0x87c7c8	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetSpellAutocast	0x4b4180	0x846670	0x846648	global	0	lower-bound	2	exact	(nil,nil) | (nil,number) | (number,nil) | (number,number)	agree	
GetSpellCooldown	0x4b40a0	0x846668	0x846648	global	0	lower-bound	3	exact	(number,number,number)	agree	
GetSpellName	0x4b3fe0	0x846660	0x846648	global	0	lower-bound	2	exact	(nil,nil) | (string?,string?)	agree	
GetSpellTabInfo	0x4b3ce0	0x846650	0x846648	global	1	lower-bound	4	exact	(nil,nil,number,number) | (string?,nil,number,number) | (string?,string,number,number) | (string?,string?,number,number)	agree	delegated-push
GetSpellTexture	0x4b3e50	0x846658	0x846648	global	0	lower-bound	1	exact	(nil) | (string?)	agree	
GetStablePetFoodTypes	0x4cba70	0x848e00	0x848da0	global	1	exact	?	unknown	?	unknown	
GetStablePetInfo	0x4cb230	0x848dd0	0x848da0	global	1	exact	5	exact	(nil,nil,number,nil,nil) | (string?,string?,number,string?,nil) | (string?,string?,number,string?,string?)	agree	
GetStationeryInfo	0x4ae230	0x845ef0	0x845eb0	global	1	exact	3	exact	(nil,nil,nil) | (string?,string?,nil) | (string?,string?,number)	agree	
GetStatusBarColor	0x78fab0	0x87b050	0x87b010	widget	1	exact	4	exact	(number,number,number,number)	agree	
GetStatusBarTexture	0x78f780	0x87b040	0x87b010	widget	1	lower-bound	1	exact	(any) | (nil)	agree	delegated-push
GetStringWidth	0x79e510	0x87c2a0	0x87c1d8	widget	1	exact	1	exact	(number)	agree	
GetSubZoneText	0x48a0e0	0x83e0b8	0x83de68	global	0	exact	1	exact	(string?)	agree	
GetSummonConfirmAreaName	0x48b720	0x83e258	0x83de68	global	0	exact	1	exact	(string?)	agree	
GetSummonConfirmSummoner	0x48b6a0	0x83e250	0x83de68	global	0	exact	1	exact	(string?)	agree	
GetSummonConfirmTimeLeft	0x48b660	0x83e248	0x83de68	global	0	exact	1	exact	(number)	agree	
GetTabardCreationCost	0x4f5910	0x84d0bc	0x84d0b4	global	0	exact	1	exact	(number)	agree	
GetTabardInfo	0x4f5300	0x84d02c	0x84d00c	global	0	exact	0	exact	()	agree	
GetTalentInfo	0x4f3200	0x84cd08	0x84ccf0	global	2	exact	8	exact	(nil,nil,number,number,number,number,nil,nil) | (string?,nil,number,number,number,number,nil,nil) | (string?,nil,number,number,number,number,nil,number) | (string?,nil,number,number,number,number,number,nil) | (string?,nil,number,number,number,number,number,number) | (string?,string?,number,number,number,number,nil,nil) | (string?,string?,number,number,number,number,nil,number) | (string?,string?,number,number,number,number,number,nil) | (string?,string?,number,number,number,number,number,number)	agree	
GetTalentPrereqs	0x4f34d0	0x84cd10	0x84ccf0	global	2	exact	?	unknown	?	unknown	
GetTalentTabInfo	0x4f3040	0x84ccf8	0x84ccf0	global	1	exact	4	exact	(nil,nil,number,nil) | (string?,nil,number,string?) | (string?,string?,number,string?)	agree	
GetTargetTradeMoney	0x4c0750	0x847a48	0x8479f8	global	0	exact	1	exact	(number)	agree	
GetTerrainMip	0x488fb0	0x83df30	0x83de68	global	0	exact	1	exact	(number)	agree	
GetTexCoord	0x79bdf0	0x87c1a8	0x87c128	widget	1	exact	8	exact	?	unknown	
GetTexCoordModifiesRect	0x79c120	0x87c1c0	0x87c128	widget	1	exact	1	exact	(nil) | (number)	agree	
GetTexLodBias	0x489110	0x83df50	0x83de68	global	0	exact	1	exact	(number)	agree	
GetText	0x780e10	0x879d80	0x879d00	widget	1	exact	1	exact	(string?)	agree	name-not-unique
GetText	0x7985c0	0x87bc48	0x87bb68	widget	1	exact	1	exact	(string?)	agree	name-not-unique
GetText	0x79d690	0x87c248	0x87c1d8	widget	1	exact	1	exact	(string?)	agree	name-not-unique
GetTextColor	0x781100	0x879d90	0x879d00	widget	1	exact	4	exact	(number,number,number,number)	agree	name-not-unique
GetTextColor	0x7920c0	0x87b5e8	0x87b5c0	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetTextColor	0x794690	0x87b988	0x87b960	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetTextColor	0x7961a0	0x87baa8	0x87ba80	widget	1	lower-bound	?	unknown	()	unverified	name-not-unique;delegated-push
GetTextColor	0x797450	0x87bb90	0x87bb68	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetTextColor	0x79d840	0x87c258	0x87c1d8	widget	1	exact	4	exact	(number,number,number,number)	agree	name-not-unique
GetTextColor	0x7a0630	0x87c820	0x87c7c8	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetTextFontObject	0x7804c0	0x879d30	0x879d00	widget	1	lower-bound	?	unknown	()	unverified	delegated-push
GetTextHeight	0x782390	0x879e10	0x879d00	widget	1	exact	1	exact	(number)	agree	
GetTextInsets	0x798c30	0x87bc78	0x87bb68	widget	1	exact	4	exact	(number,number,number,number)	agree	
GetTextWidth	0x782290	0x879e08	0x879d00	widget	1	exact	1	exact	(number)	agree	
GetTexture	0x79ba70	0x87c198	0x87c128	widget	1	exact	1	exact	(nil) | (string?)	agree	
GetThumbTexture	0x7901c0	0x87b260	0x87b260	widget	1	lower-bound	1	exact	(any) | (nil)	agree	delegated-push
GetTime	0x515ea0	0x8503f4	0x8503f4	global	0	exact	1	exact	(number)	agree	
GetTimeToWellRested	0x48d4b0	0x83e3b0	0x83de68	global	0	exact	1	exact	(nil)	agree	
GetTimeVisible	0x793bf0	0x87b6e0	0x87b5c0	widget	1	exact	1	exact	(number)	agree	name-not-unique
GetTimeVisible	0x795320	0x87ba08	0x87b960	widget	1	exact	1	exact	(number)	agree	name-not-unique
GetTitleRegion	0x773820	0x878ed0	0x878ec0	widget	1	lower-bound	1	exact	(any) | (nil)	agree	delegated-push
GetTitleText	0x501a20	0x84e970	0x84e968	global	0	exact	1	exact	(string?)	agree	
GetTop	0x7a1bc0	0x87c9f8	0x87c9b8	widget	1	exact	1	exact	(nil) | (number)	agree	
GetTrackingTexture	0x4e4a20	0x84bb50	0x84bb20	global	0	exact	1	exact	(nil) | (string?)	agree	
GetTradePlayerItemInfo	0x4c0450	0x847a20	0x8479f8	global	1	exact	5	exact	(nil,nil,number,number,nil) | (string?,string?,number,number,nil) | (string?,string?,number,number,string?)	agree	
GetTradePlayerItemLink	0x4c0650	0x847a28	0x8479f8	global	1	exact	0|1	set	() | (string?)	agree	
GetTradeSkillCooldown	0x4fda20	0x84ddf8	0x84ddd0	global	1	exact	1	exact	(nil) | (number)	agree	
GetTradeSkillIcon	0x4fdae0	0x84de00	0x84ddd0	global	1	exact	1	exact	(nil) | (string?)	agree	
GetTradeSkillInfo	0x4fd820	0x84dde0	0x84ddd0	global	1	exact	4	exact	(nil,nil,number,nil) | (string?,string,number,nil) | (string?,string,number,number) | (string?,string?,number,nil)	agree	
GetTradeSkillInvSlotFilter	0x4fffd0	0x84de70	0x84ddd0	global	1	exact	1	exact	(nil) | (number)	agree	
GetTradeSkillInvSlots	0x4ffc20	0x84de50	0x84ddd0	global	0	lower-bound	?	unknown	?	unknown	delegated-push
GetTradeSkillItemLink	0x4ff410	0x84de20	0x84ddd0	global	1	exact	0|1	set	() | (string?)	agree	
GetTradeSkillItemStats	0x4fdec0	0x84de18	0x84ddd0	global	1	lower-bound	?	unknown	?	unknown	delegated-push
GetTradeSkillLine	0x4fdd40	0x84de10	0x84ddd0	global	0	exact	3	exact	(string,number,number) | (string?,number,number)	agree	
GetTradeSkillNumMade	0x4fdc50	0x84de08	0x84ddd0	global	1	exact	2	exact	(number,number)	agree	
GetTradeSkillNumReagents	0x4ff510	0x84de28	0x84ddd0	global	1	exact	1	exact	(number)	agree	
GetTradeSkillReagentInfo	0x4ff5c0	0x84de30	0x84ddd0	global	2	exact	4	exact	(nil,nil,nil,nil) | (nil,nil,number,number) | (string?,string?,number,number)	agree	
GetTradeSkillReagentItemLink	0x4ff800	0x84de38	0x84ddd0	global	2	exact	1	exact	(nil) | (string?)	agree	
GetTradeSkillSelectionIndex	0x4fd9f0	0x84ddf0	0x84ddd0	global	0	exact	1	exact	(number)	agree	
GetTradeSkillSubClassFilter	0x4ffd90	0x84de60	0x84ddd0	global	1	exact	1	exact	(nil) | (number)	agree	
GetTradeSkillSubClasses	0x4ffb60	0x84de48	0x84ddd0	global	0	exact	?	unknown	?	unknown	
GetTradeSkillTools	0x4ff980	0x84de40	0x84ddd0	global	1	exact	?	unknown	?	unknown	
GetTradeTargetItemInfo	0x4c00f0	0x847a10	0x8479f8	global	1	exact	?	unknown	(nil,nil,number,number,nil,nil) | (string?,string?,number,number,nil,nil) | (string?,string?,number,number,nil,string?) | (string?,string?,number,number,number,nil) | (string?,string?,number,number,number,string?)	unverified	
GetTradeTargetItemLink	0x4c0360	0x847a18	0x8479f8	global	1	exact	0|1	set	() | (string?)	agree	
GetTradeskillRepeatCount	0x500230	0x84de90	0x84ddd0	global	0	exact	1	exact	(number)	agree	
GetTrainerGreetingText	0x4d8f40	0x84a420	0x84a3e0	global	0	exact	1	exact	(string?)	agree	
GetTrainerSelectionIndex	0x4d8f10	0x84a418	0x84a3e0	global	0	exact	1	exact	(number)	agree	
GetTrainerServiceAbilityReq	0x4d96e0	0x84a458	0x84a3e0	global	2	exact	2	exact	(nil,nil) | (nil,number) | (string?,nil) | (string?,number)	agree	
GetTrainerServiceCost	0x4d92f0	0x84a438	0x84a3e0	global	1	exact	3	exact	(number,number,number)	agree	delegated-push
GetTrainerServiceDescription	0x4d9b40	0x84a468	0x84a3e0	global	1	exact	1	exact	(nil) | (string?)	agree	
GetTrainerServiceIcon	0x4d8f50	0x84a428	0x84a3e0	global	1	exact	1	exact	(nil) | (string?)	agree	
GetTrainerServiceInfo	0x4d8dc0	0x84a3f8	0x84a3e0	global	1	exact	4	exact	(string?,string?,string?,nil) | (string?,string?,string?,number)	agree	
GetTrainerServiceLevelReq	0x4d93a0	0x84a440	0x84a3e0	global	1	exact	1	exact	(number)	agree	
GetTrainerServiceNumAbilityReq	0x4d9600	0x84a450	0x84a3e0	global	1	exact	1	exact	(number)	agree	
GetTrainerServiceSkillLine	0x4d9160	0x84a430	0x84a3e0	global	1	exact	1	exact	(nil) | (string?)	agree	
GetTrainerServiceSkillReq	0x4d9410	0x84a448	0x84a3e0	global	1	exact	3	exact	(nil,number,nil) | (nil,number,number) | (string?,number,nil) | (string?,number,number)	agree	
GetTrainerServiceStepIncrease	0x4da030	0x84a488	0x84a3e0	global	1	lower-bound	1	exact	(nil) | (string?)	agree	delegated-push
GetTrainerServiceStepReq	0x4d9930	0x84a460	0x84a3e0	global	1	exact	2	exact	(nil,nil) | (nil,number) | (string?,nil) | (string?,number)	agree	
GetTrainerServiceTypeFilter	0x4da510	0x84a4a8	0x84a3e0	global	1	exact	1	exact	(nil) | (number)	agree	
GetTrainerSkillLineFilter	0x4da590	0x84a4b0	0x84a3e0	global	1	exact	1	exact	(nil) | (number)	agree	
GetTrainerSkillLines	0x4da660	0x84a4b8	0x84a3e0	global	0	exact	?	unknown	?	unknown	
GetUpperBackgroundFileName	0x502dc0	0x84ee58	0x84ee40	widget	1	exact	1	exact	(string?)	agree	
GetUpperEmblemFileName	0x502f80	0x84ee68	0x84ee40	widget	1	exact	1	exact	(string?)	agree	
GetUpperEmblemTexture	0x503160	0x84ee78	0x84ee40	widget	2	exact	0	exact	()	agree	
GetValue	0x78f5d0	0x87b030	0x87b010	widget	1	exact	1	exact	(number)	agree	name-not-unique
GetValue	0x7908c0	0x87b290	0x87b260	widget	1	exact	1	exact	(number)	agree	name-not-unique
GetValueStep	0x790a70	0x87b2a0	0x87b260	widget	1	exact	1	exact	(number)	agree	
GetVertexColor	0x79aa50	0x87c148	0x87c128	widget	1	exact	4	exact	(number,number,number,number)	agree	
GetVerticalScroll	0x791610	0x87b3e8	0x87b3c0	widget	1	exact	1	exact	(number)	agree	
GetVerticalScrollRange	0x7917d0	0x87b3f8	0x87b3c0	widget	1	exact	1	exact	(number)	agree	
GetVideoCaps	0x48db40	0x83e418	0x83de68	global	0	exact	7	exact	?	unknown	
GetWatchedFactionInfo	0x4d6820	0x84a0b8	0x84a0a8	global	0	exact	5	exact	(nil,number,number,number,number) | (string?,number,number,number,number)	agree	
GetWaterDetail	0x488ec0	0x83df10	0x83de68	global	0	exact	1	exact	(number)	agree	
GetWeaponEnchantInfo	0x4c9790	0x848598	0x8484d0	global	0	exact	6	exact	(nil,nil,nil,nil,nil,nil) | (nil,nil,nil,number,nil,number) | (nil,nil,nil,number,number,number) | (number,nil,number,nil,nil,nil) | (number,nil,number,number,nil,number) | (number,nil,number,number,number,number) | (number,number,number,nil,nil,nil) | (number,number,number,number,nil,number) | (number,number,number,number,number,number)	agree	
GetWhoInfo	0x5ad6e0	0x85d8b0	0x85d830	global	1	lower-bound	6	exact	(nil,nil,number,nil,nil,nil) | (string?,string?,number,string?,string?,string?)	agree	delegated-push
GetWidth	0x7a1e00	0x87ca08	0x87c9b8	widget	1	exact	1	exact	(number)	agree	
GetWorldDetail	0x488d70	0x83df00	0x83de68	global	0	exact	1	exact	(number)	agree	
GetWorldLocMapPosition	0x4a88f0	0x8450e0	0x845078	global	3	exact	2	exact	(number,number)	agree	
GetWorldStateUIInfo	0x4c5a70	0x84841c	0x848414	global	1	exact	1|10	set	(number) | (number,string?,string?,string?,string?,string?,string?,number,number,number)	agree	
GetXPExhaustion	0x48d3f0	0x83e3a8	0x83de68	global	0	exact	1	exact	(nil) | (number)	agree	
GetZonePVPInfo	0x48d540	0x83e3c8	0x83de68	global	0	exact	3	exact	(nil,nil,nil) | (nil,nil,number) | (string,string?,nil) | (string,string?,number)	agree	
GetZoneText	0x48a0a0	0x83e0a8	0x83de68	global	0	exact	1	exact	(string?)	agree	
GetZoom	0x4eec20	0x84c568	0x84c538	widget	0	exact	1	exact	(number)	agree	
GetZoomLevels	0x4eebe0	0x84c560	0x84c538	widget	0	exact	1	exact	(number)	agree	
GiveMasterLoot	0x4c2fd0	0x847d40	0x847cf0	global	2	exact	0	exact	()	agree	
GuildControlAddRank	0x4d2210	0x8497a8	0x8496d8	global	1	exact	0	exact	()	agree	
GuildControlDelRank	0x4d22e0	0x8497b0	0x8496d8	global	0	exact	0	exact	()	agree	
GuildControlGetNumRanks	0x4d1e60	0x849778	0x8496d8	global	0	exact	1	exact	(number)	agree	
GuildControlGetRankFlags	0x4d1fe0	0x849790	0x8496d8	global	0	exact	13	exact	?	unknown	
GuildControlGetRankName	0x4d1e90	0x849780	0x8496d8	global	1	exact	1	exact	(nil) | (string?)	agree	
GuildControlSaveRank	0x4d20d0	0x8497a0	0x8496d8	global	1	exact	0	exact	()	agree	
GuildControlSetRank	0x4d1fa0	0x849788	0x8496d8	global	1	exact	0	exact	()	agree	
GuildControlSetRankFlag	0x4d2070	0x849798	0x8496d8	global	2	exact	0	exact	()	agree	
GuildDemoteByName	0x48b0f0	0x83e1e8	0x83de68	global	1	exact	0	exact	()	agree	
GuildDisband	0x48b3a0	0x83e208	0x83de68	global	0	exact	0	exact	()	agree	
GuildInfo	0x48b410	0x83e210	0x83de68	global	0	exact	0	exact	()	agree	
GuildInviteByName	0x48aef0	0x83e1d0	0x83de68	global	1	exact	0	exact	()	agree	
GuildLeave	0x48b330	0x83e200	0x83de68	global	0	exact	0	exact	()	agree	
GuildPromoteByName	0x48b050	0x83e1e0	0x83de68	global	1	exact	0	exact	()	agree	
GuildRoster	0x4d2360	0x8497c0	0x8496d8	global	0	exact	0	exact	()	agree	
GuildRosterSetOfficerNote	0x4d1700	0x849700	0x8496d8	global	2	exact	0	exact	()	agree	
GuildRosterSetPublicNote	0x4d15e0	0x8496f8	0x8496d8	global	2	exact	0	exact	()	agree	
GuildSetLeaderByName	0x48b190	0x83e1f0	0x83de68	global	1	exact	0	exact	()	agree	
GuildSetMOTD	0x48b270	0x83e1f8	0x83de68	global	1	exact	0	exact	()	agree	
GuildUninviteByName	0x48afb0	0x83e1d8	0x83de68	global	1	exact	0	exact	()	agree	
HasAction	0x4e70d0	0x84bd38	0x84bd10	global	1	exact	1	exact	(nil) | (number)	agree	
HasCharCustomization	0x471820	0x838180	0x8380f8	global	1	exact	1	exact	(nil) | (number)	agree	
HasFullControl	0x51a120	0x850630	0x850438	global	0	exact	1	exact	(nil) | (number)	agree	
HasInspectHonorData	0x4c95e0	0x848578	0x8484d0	global	0	exact	1	exact	(nil) | (number)	agree	
HasKey	0x48ae90	0x83e1c8	0x83de68	global	0	exact	1	exact	(nil) | (number)	agree	
HasNewMail	0x4afea0	0x845f98	0x845eb0	global	0	exact	1	exact	(nil) | (number)	agree	
HasPetSpells	0x4b4410	0x8466a8	0x846648	global	0	exact	2	exact	(nil,nil) | (number,string) | (number,string?)	agree	
HasPetUI	0x4be670	0x847648	0x8475a0	global	0	exact	2	exact	(nil,nil) | (number,nil) | (number,number)	agree	
HasScript	0x774680	0x878f30	0x878ec0	widget	2	exact	1	exact	(nil) | (number)	agree	
HasSoulstone	0x48ac80	0x83e1b8	0x83de68	global	0	exact	1	exact	(nil) | (string) | (string?)	agree	
HasWandEquipped	0x4c99a0	0x8485a0	0x8484d0	global	0	exact	1	exact	(nil) | (number)	agree	
Hide	0x775810	0x878fc8	0x878ec0	widget	1	exact	0	exact	()	agree	name-not-unique
Hide	0x79b830	0x87c180	0x87c128	widget	1	exact	0	exact	()	agree	name-not-unique
Hide	0x79ce70	0x87c210	0x87c1d8	widget	1	exact	0	exact	()	agree	name-not-unique
HideCursor	0x46db70	0x837558	0x8373b8	global	0	exact	0	exact	()	agree	
HideFriendNameplates	0x489480	0x83dfd8	0x83de68	global	0	exact	0	exact	()	agree	
HideNameplates	0x489460	0x83dfc8	0x83de68	global	0	exact	0	exact	()	agree	
HideRepairCursor	0x4fbd00	0x84da90	0x84da28	global	0	exact	0	exact	()	agree	
HighlightText	0x798870	0x87bc60	0x87bb68	widget	3	exact	0	exact	()	agree	
InCinematic	0x48c930	0x83e2e8	0x83de68	global	0	exact	1	exact	(nil) | (number)	agree	
InRepairMode	0x4fbd30	0x84da98	0x84da28	global	0	exact	1	exact	(nil) | (number)	agree	
